"","V1","V2","V3","V4","V5","V6"
"1",0,0.909767405746038,0.0225,0.00294117647058824,0.270226933082315,0.0263001253132832
"2",0.05,0.799202232672549,0.0341932781177632,0.105190997226601,0.904927309818951,1
"3",0.0217244012549572,0.757522478345475,0.0292970722430992,0.735598679929175,1,1
"4",0,0.0337993740289896,0.0697269109115208,0.0131533410441164,0.0925073286466975,0.0613363799215033
"5",0.223606797749979,0.0594001809820963,0.0259519451941104,0.129164394701864,0.0678736898220576,0
"6",0.0365693765733146,0.0563169942469029,0.0200226953690745,0.1611349002316,0,0
