"","V1","V2","V3","V4","V5","V6"
"1",0,0.471810644085121,0.0381226016539158,0,0.100717253782746,0.124939493781911
"2",0.0204326608540492,0.252213470408379,0.0476073076648958,0.263396626884199,0.775149895556845,1
"3",0.0410566660821613,0.435294806742006,0.0478699654584848,0.892256336499519,0.992590920240005,1
"4",0,0.112455423066055,0.0432618134173842,0,0.0598600095728195,0.0401402469597386
"5",0.0197181849100714,0.0437506926859296,0.00540895728261074,0.125134264030983,0.0762869274155663,0
"6",0.0137836219629998,0.128929703507449,0.00186006102308789,0.0542453668239056,0.00972946956657292,0
